16;5;32;45;819.7687887
16;6;24;40;325.2509029
16;7;34;46;76.7256386
16;8;26;37;20.375969
16;9;31;40;1254.7101173
16;10;28;35;0.2893109
16;11;26;33;0.259155
16;12;29;47;0.3792877
16;13;30;45;239.8312189
16;14;24;36;173.8624947
16;15;35;55;1.4711387
16;16;39;59;11.2426487
16;17;35;53;22.6705872
16;18;34;41;10.8148575
16;19;38;53;860.3799268
16;20;28;39;62.8128417
16;21;31;39;53.4001064
16;22;30;38;5.8207822
16;23;26;36;8.3425196
16;24;30;46;2.3575718
17;1;24;29;1.8587864
17;2;21;30;15.6823393
17;3;34;45;411.6808574
17;4;30;40;12.4935984
17;5;23;34;7.4568481
17;6;24;36;15.1377533
17;7;25;39;20.4323678
17;8;21;31;2.3608079
17;9;33;40;466.3919517
17;10;27;40;2.2445748
17;11;30;45;15.0670398
17;12;20;29;1.9566251
17;13;28;35;0.0539121
17;14;24;31;4.0187482
17;15;24;31;3.0954678
17;16;24;38;191.9536294
17;17;37;43;26.6107646
17;18;26;35;0.0801491
17;19;26;39;0.0315196
17;20;40;49;53.9956209
17;21;24;35;0.6070544
17;22;23;34;11.9071678
17;23;13;21;0.4050461
17;24;25;35;20.3577392
18;1;36;56;1.99677
18;2;30;40;304.2505239
18;3;26;36;4.594623
18;4;28;39;5.8110307
18;5;30;34;31.6224883
18;6;28;38;0.5922786
18;7;35;42;4.0262249
18;8;37;51;15.8801891
18;9;22;30;3.370022
18;10;21;27;5.6897632
18;11;20;34;1.2226789
18;12;23;34;35.4354306
18;13;31;40;32.1185695
18;14;26;40;6.961668
18;15;22;34;0.8195356
18;16;30;42;20.5704626
18;17;28;38;631.5328035
18;18;30;39;0.3363877
18;19;28;41;54.7512286
18;20;30;35;0.6183646
18;21;32;39;23.058257
18;22;26;36;5.9887109
18;23;23;35;3.0459541
18;24;26;34;11.7854708
19;1;27;36;9.2798623
19;2;21;34;11.8005939
19;3;19;30;3.8973955
19;4;28;38;300.6256214
19;5;19;34;24.7382145
19;6;18;25;15.6309639
19;7;30;37;12.1841802
19;8;24;36;7.196624
19;9;28;38;37.8205362
19;10;31;46;403.650723
19;11;29;34;40.6774316
19;12;30;42;26.2695585
19;13;29;37;23.6945016
19;14;26;36;127.3730888
19;15;23;37;25.6776539
19;16;28;37;15.2223239
19;17;32;40;101.6150755
19;18;26;35;98.2121567
19;19;18;30;0.0385881
19;20;38;56;18.5993772
19;21;25;41;6.5994058
19;22;34;44;153.8831047
19;23;25;34;3.2845335
19;24;20;29;0.2828292
20;1;23;32;1.9797746
20;2;28;38;40.3922421
20;3;33;40;37.1912006
20;4;20;29;0.5167598
20;5;33;40;0.7872135
20;6;38;44;60.9415462
20;7;24;36;20.8212727
20;8;20;30;0.6356238
20;9;29;39;4.1565743
20;10;22;32;2.1087708
20;11;24;28;1.9746329
20;12;28;38;7.0475131
20;13;30;40;124.6068455
20;14;36;40;82.8032205
20;15;26;37;6.1049802
20;16;20;30;6.5672718
20;17;33;48;178.351696
20;18;23;36;48.1215751
20;19;36;52;780.4872508
20;20;32;42;145.3008198
20;21;22;31;31.9304142
20;22;22;28;3.8609903
20;23;33;42;470.2346496
20;24;29;42;35.0836826
21;1;34;55;43.0002916
21;2;29;42;281.7497608
21;3;25;34;80.2061905
21;4;28;45;4.0133641
21;1;34;55;60.8367179
21;2;29;42;232.7185324
21;3;25;34;37.8419103
21;4;28;45;2.403397
21;5;26;40;4300.9099518
21;6;21;34;147.4020969
21;7;27;38;2.2985064
21;8;27;36;11.8189889
21;9;26;42;69.1028981
21;10;25;33;2.420259
21;11;32;44;80.6512649
21;12;39;50;2.4968385
21;13;21;28;4.8680686
21;14;34;46;5.6685996
21;15;26;46;1.0997236
21;16;32;45;0.1878393
21;17;26;40;1.2937739
21;18;27;38;3.008371
21;19;32;38;4.0175207
21;20;22;32;7.8467046
21;21;25;32;79.370702
21;22;33;50;72.2749793
21;23;25;34;16.9386636
21;24;21;29;1.1867021
22;1;32;55;217.3688767
22;2;23;31;3.2783183
22;3;21;31;0.1325264
22;4;23;32;0.3798762
22;5;23;31;21.9474006
22;6;25;37;1.0472735
22;7;32;43;23.7436412
22;8;29;42;6.8514151
22;9;30;41;32.6210247
22;10;24;32;3.4383818
22;11;20;29;0.2760791
22;12;32;41;15.1326874
22;13;25;34;0.6192739
22;14;27;37;11.804897
22;15;24;39;1.3290441
22;16;24;36;59.9908389
22;17;25;38;9.2460845
22;18;22;32;6.696777
22;19;27;38;238.6000984
22;20;27;32;0.3920585
22;21;26;37;7.5801931
22;22;30;43;451.35092
22;23;23;34;1.4261641
22;24;23;33;3.767192
23;1;32;44;0.5070278
23;2;17;26;0.1152004
23;3;31;45;0.8885496
23;4;34;44;127.1419778
23;5;22;32;16.5144549
23;6;26;32;0.9041835
23;7;26;39;1.1859622
23;8;33;52;0.0829914
23;9;23;35;35.2161925
23;10;30;37;17.9444075
23;11;30;41;71.3401739
23;12;28;34;81.0216134
23;13;30;35;42.5149253
23;14;25;38;4.4537608
23;15;27;42;2.3146499
23;16;23;30;0.1218608
23;17;18;33;77.2254225
23;18;35;48;615.1072008
23;19;28;34;710.5292083
23;20;33;45;441.2461417
23;21;28;40;1.8507896
23;22;38;46;62.0828399
23;23;17;27;13.328737
23;24;26;42;147.6389391
24;1;29;43;8.2564005
24;2;21;30;0.8340332
24;3;27;40;214.0560201
24;4;21;35;5.5128932
24;5;23;36;5.0912861
24;6;35;41;0.505654
24;7;31;47;2.872516
24;8;32;38;4.1490951
24;9;33;43;33.8350932
24;10;27;40;1.106184
24;11;26;40;1157.0372018
24;12;40;51;82.1134278
24;13;24;41;59.3897705
24;14;24;39;4.8215681
24;15;31;39;1.3828893
24;16;20;31;14.0087845
24;17;30;39;0.8137898
24;18;29;39;32.7263737
24;19;32;43;20.6788139
24;20;24;35;1.0315865
24;21;33;53;13.7988538
24;22;29;40;67.6404388
24;23;25;37;90.9132625
24;24;16;25;1.2408904
25;1;23;37;0.6108552
25;2;26;46;3.9510917
25;3;29;42;228.3393504
25;4;29;38;9.350988
25;5;32;42;12.4310653
25;6;30;42;5.5666821
25;7;26;37;2.2194009
25;8;24;38;0.1311496
25;9;30;38;16.7299081
25;10;33;48;7.6065309
25;11;27;41;52.6703415
25;12;27;35;8.8688456
25;13;27;39;218.7906005
