1;1;26;39;2.4361613
1;2;21;32;9.6045249
1;3;30;43;5.4776519
1;4;30;39;9.7424936
1;5;29;42;13.7119236
1;6;32;50;12.2323767
1;7;21;32;42.5440118
1;8;24;30;0.5351512
1;9;43;65;42.8983663
1;10;37;58;1.0453447
1;11;29;43;65.7015435
1;12;33;51;15.380357
1;13;37;45;635.3924381
1;14;26;37;0.090633
1;15;26;36;7.1443079
1;16;33;43;184.4929862
1;17;48;66;528.0055826
1;18;30;33;11.5084633
1;19;28;42;204.9625665
1;20;39;49;213.6374678
1;21;25;33;4.7418514
1;22;25;38;3.2756541
1;23;25;33;3.4140217
1;24;25;38;124.2191581
2;1;22;36;8.8432067
2;2;24;32;72.8690515
2;3;22;33;1.3130634
2;4;28;39;194.3627397
2;5;27;33;0.9425942
2;6;23;31;15.9187304
2;7;28;43;137.5059323
2;8;26;36;41.313331
2;9;36;48;603.0265075
2;10;21;32;1.448129
2;11;22;36;4.8350465
2;12;23;31;3.1486509
2;13;26;41;26.4031723
2;14;27;41;46.4695943
2;15;21;33;2.5857121
2;16;35;49;375.981942
2;17;33;40;14.0406967
2;18;26;41;1.5339441
2;19;29;43;378.1136207
2;20;14;29;26.0678825
2;21;25;35;71.2895442
2;22;33;47;54.6111264
2;23;22;34;64.0874008
2;24;27;39;11.5115573
3;1;34;40;93.4395213
3;2;30;37;11.360829
3;3;24;33;12.0652129
3;4;23;28;0.3415053
3;5;27;35;13.5408496
3;6;20;33;4.9650133
3;7;31;41;36.2888291
3;8;30;43;198.336297
3;9;26;40;15.6925464
3;10;25;33;20.4480046
3;11;34;39;140.1683286
3;12;30;41;63.3745798
3;13;23;33;3.8436918
3;14;28;35;1.2718094
3;15;26;37;31.1813844
3;16;33;44;118.2012195
3;17;23;30;3.653331
3;18;34;41;17.283229
3;19;28;39;27.5659947
3;20;22;34;28.5450874
3;21;18;31;0.4185771
3;22;25;42;13.957262
3;23;30;37;2.7935341
3;24;28;31;10.0995013
4;1;22;32;17.0058785
4;2;42;64;1.0939619
4;3;28;40;6.1053038
4;4;19;30;0.1248364
4;5;35;58;10.7743638
4;6;33;50;913.5544878
4;7;29;38;67.3873331
4;8;35;52;2.3836531
4;9;32;48;25.0414714
4;10;29;36;5.0594615
4;11;25;46;180.2661919
4;12;35;48;6.8182735
4;13;25;42;42.4671297
4;14;31;38;2.554633
4;15;27;36;2.6101195
4;16;26;34;0.4342612
4;17;32;46;0.5555596
4;18;24;36;66.9616662
4;19;26;36;0.1147978
4;20;26;38;2.0046842
4;21;21;32;7.2466864
4;22;33;41;26.1708004
4;23;33;38;7.2846095
4;24;26;34;12.0860403
5;1;31;41;6.3069693
5;2;21;31;108.1175878
5;3;29;33;4.0164203
5;4;21;27;1.1738832
5;5;25;35;17.5339717
5;6;25;33;17.1078125
5;7;25;29;1.5443845
5;8;27;35;215.199533
5;9;27;42;711.6621934
5;10;26;39;175.8033802
5;11;24;33;0.3627459
5;12;35;43;124.1935492
5;13;21;27;8.0497768
5;14;24;29;0.5931717
5;15;38;55;11.4892466
5;16;28;36;2.1177142
5;17;25;41;3.4949042
5;18;29;37;56.5638331
5;19;28;39;209.0608293
5;20;25;34;0.2944804
5;21;31;42;29.6885524
5;22;43;53;4.3491799
5;23;20;28;10.3627069
5;24;20;29;14.7187072
6;1;25;40;117.9856473
6;2;25;35;3.7941174
6;3;31;48;0.6540801
6;4;34;44;117.9338423
6;5;20;33;0.0674098
6;6;28;39;14.3551026
6;7;24;33;3.3924447
6;8;30;39;0.9351685
6;9;33;48;675.5645397
6;10;30;45;9.0491668
6;11;29;34;10.1192217
6;12;29;41;17.5242439
6;13;27;32;0.8069501
6;14;28;39;7.0157746
6;15;21;29;0.7003908
6;16;19;30;1.3688264
6;17;45;55;28.3154717
6;18;22;28;0.0438072
6;19;35;55;211.3319213
6;20;27;40;49.9064277
6;21;22;31;0.4021439
6;22;33;48;115.4787274
6;23;26;33;0.4625982
6;24;30;40;79.8579517
7;1;32;52;0.2989562
7;2;19;30;5.5665013
7;3;31;40;361.1337388
7;4;34;44;2.2966768
7;5;24;40;79.3057761
7;6;25;40;77.0655659
7;7;20;32;6.7412031
7;8;27;32;5.5054994
7;9;36;47;21.5711613
7;10;20;29;17.1396161
7;11;26;31;23.0516539
7;12;27;37;71.1331137
7;13;33;48;1026.9949781
7;14;23;34;13.5506995
7;15;40;65;7.9890501
7;16;43;62;187.130981
7;17;34;46;77.0146024
7;18;31;42;1.4568164
7;19;38;48;107.6293728
7;20;15;28;0.1666165
7;21;29;38;62.6287134
7;22;34;50;69.0116187
7;23;36;54;0.128605
7;24;33;42;38.5060032
8;1;27;38;27.8208035
8;2;30;46;1.2217199
8;3;28;39;43.1262738
8;4;22;28;1.8206034
8;5;27;44;1.2916259
8;6;14;26;0.6609301
8;7;30;38;9.0534201
8;8;24;36;0.9485732
8;9;26;36;31.6873557
8;10;37;47;50.2374602
8;11;30;39;73.7152394
8;12;28;36;3.3274443
8;13;30;41;44.6871968
8;14;25;39;8.6169492
8;15;17;27;0.6860551
8;16;30;37;14.4395081
8;17;33;46;13.5323203
8;18;25;33;7.1941683
8;19;26;41;0.5373263
8;20;34;44;104.3006234
8;21;31;42;22.1047927
8;22;31;45;83.4461075
8;23;26;34;2.8649299
8;24;30;39;7.5238297
9;1;21;31;12.2542347
9;2;28;42;0.6089665
9;3;19;28;11.0535444
9;4;28;40;16.6641527
9;5;28;40;0.1701
9;6;35;42;10.6375369
9;7;27;36;10.1792087
9;8;22;35;0.3900678
9;9;27;37;0.7966995
9;10;28;35;6.2612531
9;11;30;38;20.2914338
9;12;27;37;15.963891
9;13;22;35;5.5433659
9;14;30;41;27.5689752
9;15;20;27;0.5270963
9;16;21;28;3.5264993
9;17;30;38;5.4566863
9;18;26;38;13.6803263
9;19;21;31;1.2957398
9;20;28;38;0.0333403
9;21;25;44;0.8064952
9;22;33;42;1.4100215
9;23;23;35;15.7008666
9;24;23;34;25.4958216
10;1;24;40;35.4381937
10;2;31;43;56.0438373
10;3;21;30;2.0871642
10;4;29;38;0.1216187
10;5;34;54;0.6587687
10;6;19;26;0.8215388
10;7;19;27;1.2487686
10;8;27;36;18.1384621
10;9;23;36;1.0031397
10;10;23;36;3.9039875
10;11;29;37;29.8890331
10;12;26;32;8.72181
10;13;27;36;12.5399104
10;14;21;28;0.3602501
10;15;23;33;22.6698311
10;16;24;33;0.5418671
10;17;29;42;62.4450458
10;18;27;40;1.1113011
10;19;35;48;222.6095819
10;20;28;38;6.6694404
10;21;23;29;0.3557547
10;22;28;36;0.975644
10;23;17;29;0.7291525
10;24;24;36;9.5032558
11;1;24;32;32.7782533
11;2;28;38;0.1731685
11;3;36;55;9.5726947
11;4;17;31;4.382672
11;5;27;34;0.1837718
11;6;21;35;7.8917591
11;7;31;49;981.6889261
11;8;23;31;0.0452455
11;9;27;36;12.2695599
11;10;25;37;1.7558164
11;11;23;37;17.7987897
11;12;22;35;0.9678399
11;13;30;40;0.5249129
11;14;29;35;99.9040653
11;15;15;25;10.5569301
11;16;21;31;7.5479086
11;17;25;39;0.9708227
11;18;22;31;1.7853851
11;19;26;43;1.9746782
11;20;28;39;4.2600807
11;21;28;41;13.9423971
11;22;30;46;42.7645041
11;23;25;42;272.7379062
11;24;26;39;0.2258324
12;1;25;42;5.0681712
12;2;34;51;93.7870352
12;3;36;43;0.7368329
12;4;17;24;18.7181507
12;5;34;54;0.1012944
12;6;23;34;1.0718713
12;7;29;41;48.9531942
12;8;36;59;81.2580092
12;9;40;52;26.0228309
12;10;25;37;0.0967667
12;11;23;39;3.8147477
12;12;25;30;0.0979084
12;13;35;46;0.0966398
12;14;27;35;63.3146854
12;15;34;51;34.1722907
12;16;23;34;0.9478525
12;17;29;37;50.6994664
12;18;25;33;26.2825627
12;19;35;47;101.9412346
12;20;34;43;129.7187765
12;21;27;45;2.7051439
12;22;27;37;23.5847001
12;23;17;30;1.4521641
12;24;34;47;6.9519167
13;1;28;48;41.3181142
13;2;22;32;3.6570322
13;3;25;36;18.7292552
13;4;20;31;4.6439162
13;5;33;41;2.4490886
13;6;23;35;0.8618924
13;7;30;42;71.7690277
13;8;31;42;8.83466
13;9;35;53;10.4829136
13;10;31;47;17.8521615
13;11;21;28;0.1488511
13;12;26;40;4.6609776
13;13;32;52;28.4806548
13;14;26;44;12.480573
13;15;31;46;34.8670126
13;16;22;30;2.5267324
13;17;36;52;36.7125446
13;18;21;30;0.3122237
13;19;38;52;627.8552387
13;20;19;28;0.7949318
13;21;22;34;0.2308751
13;22;26;33;1.1809338
13;23;32;41;2042.8011725
13;24;31;42;0.7898144
14;1;28;35;0.4057278
14;2;33;46;0.6760173
14;3;20;26;0.1983147
14;4;30;43;13.0384575
14;5;28;42;0.0322587
14;6;19;27;1.4733777
14;7;24;36;0.067291
14;8;20;31;0.3409449
14;9;29;34;8.481743
14;10;27;37;51.7812245
14;11;24;39;109.0308051
14;12;24;33;1.0558315
14;13;34;48;2.0985204
14;14;26;36;4.8091339
14;15;19;31;19.5687855
14;16;23;34;10.8641603
14;17;27;37;46.1928261
14;18;37;52;64.0928923
14;19;26;36;1.2382567
14;20;29;46;1.0435537
14;21;26;39;27.2905006
14;22;47;64;2.8298632
14;23;28;38;15.4428927
14;24;20;32;0.8890349
15;1;28;36;6.2771815
15;2;30;38;55.7979061
15;3;23;36;18.5337005
15;4;31;38;118.0908646
15;5;31;36;4.7749822
15;6;26;36;55.5228235
15;7;23;34;4.9549599
15;8;29;40;11.4820775
15;9;30;40;43.4131625
15;10;28;34;1.3137288
15;11;30;44;102.1900992
15;12;42;54;0.2419947
15;13;18;25;1.1211224
15;14;27;32;3.1315732
15;15;29;36;6.5287254
15;16;30;40;7.7606219
15;17;30;42;1076.3337619
15;18;21;31;1.6756809
15;19;26;38;110.3880446
15;20;25;39;25.1765545
15;21;25;38;55.8824927
15;22;33;40;31.5501073
15;23;25;32;0.7361121
15;24;28;33;10.7684463
16;1;29;41;919.3721167
16;2;24;33;1.5163922
16;3;25;35;6.1094639
16;4;25;34;7.9785508
